 main_id, assoc, spec_type, RA_h, RA_m, RA_s, ra, Dec_d, Dec_m, Dec_s, dec, pmra, e_pmra, pmdec, e_pmdec, dist, e_dist, radvel, e_radvel, HR1, NUVmag, e_NUVmag, Gmag, e_Gmag, Jmag, e_Jmag, IR_ex, known_assoc, youth, ref, S1, S2, S3, S4, S5, S6, S7, S8, S9, S10, S11, S12, S13, S14, S15, S16, S17, S18, S19, S20, S21, S22, S23, S24, S25, S26, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC_, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, pmRA Err., pmDec Err., Parallax, Parallax Err., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
HIP 14807,ABDMG,K6,0,0,NaN,47.801375,0,0,NaN,22.42302778,55,4,-134,4,53,9,4.1,0.3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113810283,47.801404,22.422983,52.6,-121.02,9.35565,STAR,2mass,0.187887061,20180610,,,563-006539,03111233+2225228,,J031112.37+222521.5,1.10E+17,44930689,,2,2,NaN,NaN,11.578,0.119,10.61,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.358,0.024,7.789,0.031,7.652,0.026,7.568,0.027,7.577,0.018,7.541,0.019,7.399,0.137,10.0863,0.000345996,0.0178981,4304,173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.225423,NaN,0,NaN,,,NaN
CD-41 2076,ABDMG,K5Ve,5,48,30.422,87.12675833,-41,27,30.24,-41.4584,13.5,1.5,-6.5,2.3,55.5,1.4,31,1,-0.06,NaN,NaN,11.012,0.005,9.19,0.02,2.2,ABDMG,X;E,10;10;10;10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21627442,87.126726,-41.458348,13.5255,-6.50185,10.245,STAR,2mass,0.206527699,20180610,,7605-01518-1,243-007447,05483041-4127300,,J054830.42-412730.2,4.80E+18,19837135,,1.50073,2.31295,18.0314,0.44758,12.386,0.227,11.286,0.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.194,0.024,8.541,0.038,8.392,0.021,8.282,0.022,8.278,0.02,8.17,0.02,8.132,0.16,11.012,0.000345996,0.018,4284,167,4.52485,0.22916,NaN,NaN,0.77645,0.139073,0.669629,0.0780096,GIANT,0.1478836,0.02882305,55.45893,1.34328,0.0437388,NaN,0,NaN,,,NaN
J0644-4137,ABDMG,(M4),6,44,54.065,101.2252708,-41,37,27.38,-41.62427222,-5.17,0.07,-20.89,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148270291,101.225286,-41.624192,-7.20274,-20.1189,12.502,STAR,2mass,0.291674421,20180610,,,242-010673,06445406-4137270,,J064454.06-413727.2,5.58E+18,19908816,,3.25293,3.25295,NaN,NaN,NaN,NaN,14.682,0.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.849,0.024,10.273,0.022,9.999,0.021,9.821,0.022,9.662,0.02,9.438,0.035,8.907,NaN,13.6439,0.00075816,0.017,3461,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.113808,NaN,0,NaN,,,NaN
LP 717-36,ABDMG,M3.5,0,0,NaN,81.423625,0,0,NaN,-9.153416667,40,5,-190,5,21,2,26.3,0.3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24720349,81.4236,-9.1535,49,-174,9.973,STAR,2mass,0.312880648,20180610,,,405-009074,05254166-0909123,,J052541.69-090914.5,,3043193,,8,8,NaN,NaN,14.167,0.026,12.569,0.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.454,0.026,7.882,0.033,7.623,0.027,7.445,0.031,7.305,0.02,7.21,0.018,7.055,0.085,NaN,NaN,0.04,3349,64,4.94,0.401187,NaN,NaN,0.31,0.053,0.305,0.064,DWARF,0.01089127,0.003724113,24.7915,NaN,0.198454,NaN,45,0.01547457,,,0.01292092
J0618-5645,ABDMG,(M7),6,18,12.219,94.5509125,-56,45,59.13,-56.766425,2.34,0.19,23.49,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,260304085,94.55094,-56.766514,NaN,NaN,15.891,STAR,2mass,0.324961547,20180610,,,,06181222-5645594,,J061812.23-564558.7,,,,NaN,NaN,NaN,NaN,21.195,0.178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.593,0.026,13.002,0.025,12.579,0.029,12.245,0.022,12.007,0.021,11.67,0.113,8.99,NaN,NaN,NaN,0.187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
UY Pic,ABDMG,K0V,0,0,NaN,84.23704167,0,0,NaN,-47.96469444,23.3,0.3,-1.2,0.2,24.5,0.1,32.2,0.2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290716988,84.236905,-47.964687,23.2809,-1.1722,7.019,STAR,2mass,0.330532533,20180610,26373,8090-01488-1,211-006623,05365685-4757528,,J053656.89-475752.8,4.80E+18,22254660,,0.258857,0.226819,40.8618,0.209638,8.767,0.024,7.95,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.37,0.018,5.931,0.04,5.811,0.021,5.352,0.044,5.52,0.039,5.494,0.014,5.6,0.033,7.50031,0.000345996,0.017,5113,80,NaN,NaN,NaN,NaN,0.882467,0.0835517,0.866684,0.104023,GIANT,0.4795069,0.09079912,24.47273,0.124915,0.058425,NaN,41,0.2585226,,,0.014097
J0614-3419,ABDMG,(M5),6,14,16.342,93.56809167,-34,19,25.29,-34.32369167,6.99,0.08,-29.1,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231315283,93.568051,-34.323587,5.50123,-25.6262,12.964,STAR,2mass,0.395737438,20180610,,,279-009385,06141633-3419249,,J061416.33-341925.1,2.89E+18,,,3.24675,3.24675,NaN,NaN,17.361,0.163,16.045,0.458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.268,0.022,10.651,0.022,10.402,0.019,10.289,0.023,10.112,0.019,9.987,0.053,9.288,NaN,14.1301,0.000966961,0.017,3240,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.0457825,NaN,0,NaN,,,NaN
HD 61518,ABDMG,F5V,7,37,2.743,114.2614292,-52,21,56.94,-52.36581667,-31.93,0.05,6.13,0.06,60.95,0.84,31,1,-0.23,NaN,NaN,7.736,0.001,6.97,0.02,2.7,,E,3;4;-;-,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267537284,114.261618,-52.365849,-31.935,6.12785,7.411,STAR,2mass,0.431109192,20180610,37068,8145-00143-1,189-013057,07370278-5221570,,J073702.76-522156.9,5.49E+18,,,0.0538747,0.0560339,16.4073,0.22574,8.36,0.025,7.88,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.968,0.027,6.808,0.049,6.69,0.02,6.685,0.076,6.625,0.023,6.683,0.016,6.614,0.058,7.73551,0.000345996,0.019,6385.91,56.258,NaN,NaN,NaN,NaN,1.67212,0.151256,1.73366,0.383549,DWARF,4.1891,0.7578721,60.94848,1.39467,NaN,NaN,106,0.03539915,,,0.000522188
WX Col B,ABDMG,G7V,0,0,NaN,84.30525,0,0,NaN,-42.71597222,NaN,NaN,NaN,NaN,NaN,NaN,30.8,0.4,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354571603,84.305101,-42.715912,NaN,NaN,9.412,STAR,2mass,0.449798918,20180610,26401,7604-00699-1,237-006702,05371322-4242572,,,4.80E+18,,,NaN,NaN,13.05,1.51,10.396,0.051,10.709,0.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.269,0.06,7.928,0.038,7.865,0.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.2407,0.000345996,0.028,4385,174,4.40675,0.458384,NaN,NaN,1.20367,0.318261,0.6857,0.0814138,GIANT,0.1705659,0.03526745,76.6283,8.92398,0.0355153,NaN,0,NaN,,,NaN
J0528-3327,ABDMG,(M3),5,28,42.348,82.17645,-33,27,0.08,-33.45002222,15.73,0.32,-29.46,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24448282,82.176397,-33.449902,10.611,-28.4478,11.662,STAR,2mass,0.461142823,20180610,,,283-007088,05284233-3326596,,J052842.34-332659.8,4.82E+18,,,1.24453,1.2446,NaN,NaN,15.05,0.162,13.601,0.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.185,0.024,9.572,0.022,9.342,0.021,9.15,0.023,8.999,0.02,8.877,0.027,8.124,0.195,12.7004,0.00048102,0.018,3598,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.0223273,NaN,0,NaN,,,NaN
HIP 26369 A,ABDMG,K7V,0,0,NaN,84.22975,0,0,NaN,-47.96330556,29.3,0.4,12.5,0.4,25.7,0.3,32.2,0.2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290716990,84.229577,-47.963367,NaN,NaN,8.452,STAR,2mass,0.472056037,20180610,,,211-006622,05365509-4757481,,J053655.13-475748.0,4.80E+18,,,NaN,NaN,NaN,NaN,2.914,0.612,9.892,0.412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.448,0.026,6.828,0.04,6.607,0.017,6.418,0.103,6.452,0.037,6.419,0.022,6.252,0.046,9.18752,0.000345996,0.018,4090,171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0578025,NaN,0,NaN,,,NaN
J0703-5505,ABDMG,(M8),7,3,59.359,105.9973292,-55,5,58.52,-55.09958889,-27.22,0.44,11.64,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,4,4,0,0,4,3,3,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,279516277,105.997497,-55.099689,NaN,NaN,16.178,STAR,2mass,0.499341485,20180610,,,,07035939-5505588,,J070359.37-550558.6,,,,NaN,NaN,NaN,NaN,21.613,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.643,0.024,12.947,0.028,12.46,0.025,12.14,0.023,11.844,0.02,11.544,0.105,9.295,NaN,NaN,NaN,0.202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J0455-6051,ABDMG,(M5),4,55,36.011,73.90004583,-60,51,42.15,-60.86170833,15.42,0.09,31.04,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,55651278,73.899953,-60.861843,NaN,NaN,12.478,STAR,2mass,0.511391431,20180610,,,146-004793,04553598-6051426,,J045535.99-605142.3,4.76E+18,29823101,,NaN,NaN,NaN,NaN,16.48,0.039,15.607,0.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.86,0.024,10.231,0.025,9.972,0.023,9.799,0.022,9.659,0.02,9.498,0.027,9.637,0.454,13.6003,0.000742087,0.017,3127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0228551,NaN,37,0.02164538,,,NaN
J0449-5741,ABDMG,(M5),4,49,44.7,72.43625,-57,41,19.01,-57.68861389,32.87,0.09,15.44,0.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,4,4,4,0,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,220425740,72.436018,-57.688689,30.588,15.0495,13.983,STAR,2mass,0.521933471,20180610,,,,04494464-5741192,,J044944.67-574119.1,4.77E+18,,,3.74324,3.74328,NaN,NaN,18.57,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.201,0.026,11.597,0.022,11.323,0.021,11.137,0.023,10.936,0.02,10.731,0.041,9.642,NaN,15.1985,0.00171548,0.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0138303,NaN,0,NaN,,,NaN
J0727-5320,ABDMG,(M7),7,27,25.752,111.8573,-53,20,32.24,-53.34228889,-32.78,0.24,-2.87,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291633913,111.857541,-53.342312,NaN,NaN,15.802,STAR,2mass,0.524624569,20180610,,,,07272580-5320323,,J072725.76-532032.2,5.49E+18,,,NaN,NaN,NaN,NaN,21.269,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.533,0.026,12.9,0.035,12.56,0.027,12.352,0.023,12.123,0.021,11.976,0.188,9.324,NaN,17.2661,0.00684359,0.019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J0703-6110,ABDMG,(M8),7,3,23.851,105.8493792,-61,10,3.23,-61.16756389,-11.27,0.68,26.39,0.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,348844681,105.849479,-61.167706,NaN,NaN,16.206,STAR,2mass,0.540139134,20180610,,,,07032387-6110037,,J070323.84-611003.4,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.456,0.036,13.71,0.037,13.316,0.042,12.917,0.022,12.607,0.022,11.793,0.147,9.33,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J0440-5841,ABDMG,(M4),4,40,14.681,70.06117083,-58,41,3.19,-58.68421944,29.52,0.09,16.76,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,220405105,70.060899,-58.684283,29.135,17.6424,12.753,STAR,2mass,0.557724068,20180610,,,157-004290,04401461-5841034,,J044014.66-584103.2,4.77E+18,27227751,,3.61418,3.61422,NaN,NaN,17.081,-0.07,15.764,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.094,0.024,10.559,0.024,10.252,0.021,10.112,0.023,9.924,0.02,9.791,0.029,9.281,NaN,13.8995,0.000860764,0.017,3144,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0152248,NaN,0,NaN,,,NaN
J0436-6001,ABDMG,(M6),4,36,44.206,69.18419167,-60,1,1.03,-60.01695278,36.87,0.17,19.62,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,38905773,69.183902,-60.017033,35.0469,21.9001,15.159,STAR,2mass,0.595806826,20180610,,,,04364413-6001013,,J043644.18-600101.0,4.68E+18,,,3.50208,3.50236,NaN,NaN,20.253,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.13,0.023,12.524,0.023,12.183,0.019,12.011,0.023,11.807,0.02,11.86,0.133,9.815,NaN,16.5046,0.00390813,0.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J0556-2822,ABDMG,(M8),5,56,18.078,89.075325,-28,22,4.02,-28.36778333,-1.17,0.37,-34.63,0.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33166540,89.075347,-28.367615,NaN,NaN,17.047,STAR,2mass,0.609982022,20180610,,,,05561808-2822034,,J055618.07-282203.7,2.91E+18,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.536,0.032,13.89,0.039,13.47,0.045,13.208,0.025,12.933,0.026,12.312,0.357,9.245,NaN,18.6199,0.020915,0.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J1738+6114,ABDMG,M4,17,38,40.87,264.6702917,61,14,0.02,61.23333889,-16.88,0.08,46.84,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,4,4,4,4,4,0,4,219790149,264.6705,61.2332,-23.62,41.97,15.398,STAR,2mass,0.616632269,20180610,,,757-048551,17384091+6113593,1.24E+18,J173840.87+611359.9,1.44E+18,,,2,2,NaN,NaN,16.671,0.161,14.16,0.2,18.3871,0.0222631,15.8578,0.00527082,15.8142,0.0137978,15.4015,0.0137682,13.3765,0.0128881,10.245,0.021,9.666,0.021,9.417,0.019,9.192,0.023,8.996,0.02,8.844,0.022,8.082,0.144,13.0708,0.000573942,0.067,3282,82,4.92502,0.142396,NaN,NaN,0.333,0.02,0.34,0.026,DWARF,0.01159144,0.001392365,261.3846,NaN,0.047175,NaN,36,60.9245,,,0.000404756
Wolf 1225 A,ABDMG,M3V,0,0,NaN,335.8710417,0,0,NaN,32.45927778,255,3,-208,3,16,2,-21,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,164170728,335.8712,32.4594,268.01,-254.85,8.364,STAR,2mass,0.651773589,20180610,110526,2738-01390-2,613-131272,22232904+3227334,,,,48921267,,2,2,62.18,10.01,12.282,0.119,10.761,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.898,0.02,6.279,0.016,6.054,0.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.096,3461,64,4.6819,0.158243,NaN,NaN,0.593,0.043,0.616,0.039,DWARF,0.04545802,0.006592562,15.00316,2.589,0.0846625,NaN,78,0.000397455,,,0.0115079
Wolf 1225 B,ABDMG,M1V,0,0,NaN,335.8710417,0,0,NaN,32.45927778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,164170728,335.8712,32.4594,268.01,-254.85,8.364,STAR,2mass,0.651773589,20180610,110526,2738-01390-2,613-131272,22232904+3227334,,,,48921267,,2,2,62.18,10.01,12.282,0.119,10.761,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.898,0.02,6.279,0.016,6.054,0.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.096,3461,64,4.6819,0.158243,NaN,NaN,0.593,0.043,0.616,0.039,DWARF,0.04545802,0.006592562,15.00316,2.589,0.0846625,NaN,78,0.000397455,,,0.0115079
J0503-2423,ABDMG,(M5),5,3,49.884,75.95785,-24,23,7.93,-24.38553611,25.98,0.08,-40.17,0.1,NaN,NaN,26,5,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13071003,75.957705,-24.385405,NaN,NaN,14.018,STAR,2mass,0.669936842,20180610,,,329-006543,05034984-2423074,,J050349.87-242307.7,2.96E+18,,,NaN,NaN,NaN,NaN,NaN,NaN,17.014,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.312,0.026,11.721,0.029,11.456,0.024,11.209,0.023,11.06,0.02,10.999,0.131,9.122,NaN,15.1909,0.00170802,0.018,3131,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0358757,NaN,0,NaN,,,NaN
J0703-4152,ABDMG,(M9),7,3,2.27,105.7594583,-41,52,22.68,-41.87296667,-11.7,1.2,-20.2,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157313158,105.759208,-41.872945,-27.39,-2.3503,17.18,STAR,2mass,0.675488133,20180610,,,,07030221-4152225,,J070302.19-415222.7,5.56E+18,,,3.36868,3.36875,NaN,NaN,20.572,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.525,0.058,14.972,0.066,14.752,0.122,14.584,0.028,14.548,0.041,12.482,NaN,9.242,NaN,18.3231,0.0162088,0.031,3646,167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J0456-3936,ABDMG,(M5),4,56,49.901,74.20792083,-39,36,12.88,-39.60357778,21.45,0.08,-35.28,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912397,74.207793,-39.603415,21.1595,-34.7872,13.436,STAR,2mass,0.684923595,20180610,,,252-005292,04564986-3936122,,J045649.89-393612.6,4.82E+18,,,3.19675,3.19676,NaN,NaN,18.172,0.162,16.601,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.682,0.024,11.112,0.025,10.83,0.025,10.65,0.023,10.451,0.02,10.272,0.05,9.092,NaN,14.6358,0.0012581,0.017,3080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0166184,NaN,18,0.007119177,,,NaN
J0741-4630,ABDMG,(M4),7,41,49.814,115.4575583,-46,30,17.04,-46.50473333,-28.97,0.09,-5.21,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123642034,115.457831,-46.504701,-50.9306,-5.10178,12.623,STAR,2mass,0.685663172,20180610,,,218-016091,07414988-4630169,,J074149.86-463016.8,5.53E+18,22446168,,2.97648,2.97649,NaN,NaN,16.594,-0.042,15.344,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.895,0.032,10.282,0.032,9.998,0.024,9.741,0.023,9.574,0.019,9.355,0.032,8.96,0.373,13.8077,0.000822197,0.019,3277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,138,0.0622616,,,NaN
J0453-2222,ABDMG,(M5),4,53,57.433,73.48930417,-22,22,17.28,-22.37146667,23.97,0.08,-46.4,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146307240,73.4892,-22.3713,19.86,-45.22,13.775,STAR,2mass,0.693019303,20180610,,,339-006000,04535740-2222165,,J045357.42-222217.0,2.97E+18,,,2,2,NaN,NaN,18.471,0.163,16.62,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.076,0.028,11.461,0.024,11.175,0.025,11.028,0.023,10.831,0.02,10.711,0.071,9.001,NaN,14.9186,0.00146637,0.059,3209,100,5.01552,0.5384,NaN,NaN,0.243,0.055,0.223,0.065,DWARF,0.00564139,0.002553716,105.9505,NaN,0.0425696,NaN,26,0.008675748,,,0.001671485
J0429-5802,ABDMG,(M5),4,29,16.189,67.31745417,-58,2,41.13,-58.04475833,39.45,0.11,18.7,0.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,4,3,3,4,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393490554,67.317132,-58.044849,39.7832,19.4579,12.934,STAR,2mass,0.695227412,20180610,,,160-004298,04291611-5802414,,J042916.16-580241.2,4.78E+18,27222909,,3.63445,3.63449,NaN,NaN,17.151,0.165,16.11,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.238,0.024,10.647,0.024,10.384,0.019,10.238,0.023,10.056,0.02,9.885,0.032,9.308,NaN,14.1009,0.000952721,0.017,3096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0143351,NaN,27,3.19E-05,,,NaN
