 main_id, assoc, spec_type, RA_h, RA_m, RA_s, ra, Dec_d, Dec_m, Dec_s, dec, pmra, e_pmra, pmdec, e_pmdec, dist, e_dist, radvel, e_radvel, HR1, NUVmag, e_NUVmag, Gmag, e_Gmag, Jmag, e_Jmag, IR_ex, known_assoc, youth, ref, S1, S2, S3, S4, S5, S6, S7, S8, S9, S10, S11, S12, S13, S14, S15, S16, S17, S18, S19, S20, S21, S22, S23, S24, S25, S26, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC_, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, pmRA Err., pmDec Err., Parallax, Parallax Err., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
CD-47 8710,UCL,K2Ve,0,0,NaN,208.6752083,0,0,NaN,-48.3495,-36,3,-25,1,105,8,8,5,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241739877,208.675377,-48.3494,-36.1914,-24.6565,10.05,STAR,2mass,0.540838267,20180610,,8267-02879-1,209-078230,13544209-4820578,,J135442.06-482058.0,6.09E+18,23370851,,3.07588,1.1527,9.52659,0.762671,11.96,0.174,11.058,0.013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.285,0.024,8.796,0.049,8.7,0.021,8.634,0.023,8.658,0.02,8.579,0.021,8.665,0.312,10.6164,0.000345996,0.018,4798,178,4.29366,0.417691,NaN,NaN,1.04015,0.208371,0.775211,0.0915307,GIANT,0.5165682,0.206966,104.9693,7.78064,NaN,NaN,189,0.1070275,,,0.000198972
HD 141521,UCL,G8IV,15,51,13.706,237.8071083,-42,18,51.78,-42.31438333,-19.15,0.11,-29.54,0.08,135.7,4.4,4,3,0.07,NaN,NaN,9.355,0.005,8.15,0.03,1.4,UCL,X;Li;Lm,29;86;-;103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254901458,237.807237,-42.314267,-19.1472,-29.5435,8.841,STAR,2mass,0.541029411,20180610,77656,7846-00832-1,239-089341,15511373-4218513,,J155113.71-421851.6,6.00E+18,21232819,,0.107817,0.0775233,7.3689,0.239875,10.255,0.054,9.58,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.148,0.032,7.775,0.059,7.67,0.024,7.619,0.027,7.662,0.02,7.611,0.019,7.679,0.148,9.35527,0.000345996,0.02,5389,80,NaN,NaN,NaN,NaN,2.23744,0.243133,1.00911,0.124016,DWARF,3.80391,0.8267092,135.7055,7.07375,NaN,NaN,385,0.07121332,,,0.000113658
HD 134669,UCL,F6/7V,15,13,2.383,228.2599292,-49,4,5.02,-49.06806111,-20.6,1.1,-18,1.1,172,14,NaN,NaN,NaN,NaN,NaN,9.845,0.002,8.62,0.01,0,,,8;-;-;-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126843446,228.260136,-49.067996,-20.5721,-17.9674,9.324,STAR,2mass,0.54122579,20180610,,8302-01222-1,205-097318,15130243-4904047,,,5.90E+18,23687782,,1.1489,1.08659,5.80348,0.457708,10.517,0.073,10.11,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.621,0.018,8.447,NaN,8.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.84493,0.000345996,0.017,8868,232,4.4148,0.389937,NaN,NaN,1.53532,0.264407,2.23237,0.408086,DWARF,13.13395,4.523757,172.3103,12.5963,NaN,NaN,456,1.11783,,,0.000133345
TYC 8287-413-1,UCL,K4Ve,0,0,NaN,220.3307917,0,0,NaN,-50.02230556,-30,1,-27.3,0.4,114,3,-3,5,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383582909,220.330953,-50.022196,-29.7704,-27.2521,10.408,STAR,2mass,0.542912067,20180610,,8287-00413-1,200-094639,14411942-5001199,,J144119.40-500120.1,5.90E+18,25914942,,1.0834,0.36784,8.77336,0.254853,12.664,0.294,11.549,0.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.324,0.022,8.698,0.067,8.5,0.02,8.422,0.023,8.366,0.02,8.252,0.022,7.929,0.227,11.1978,0.000345996,0.017,4270,173,4.05939,0.268262,NaN,NaN,1.37575,0.259191,0.667511,0.0779334,GIANT,0.1449478,0.02825554,113.9814,3.21752,NaN,NaN,0,NaN,,,NaN
J1453-4619,UCL,(M8),14,53,3.715,223.2654792,-46,19,43.6,-46.32877778,-29.7,2,-22,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455380095,223.265598,-46.328651,NaN,NaN,17.27,STAR,2mass,0.54362037,20180610,,,,14530374-4619431,,J145303.73-461943.4,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.52,0.076,14.703,0.066,14.299,0.073,14.142,0.028,13.908,0.043,12.532,NaN,8.62,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
CD-31 12102A,UCL,G5V,15,37,2.112,234.2588,-31,36,40.24,-31.61117778,-20.1,1.3,-27.94,0.57,128.5,3.8,NaN,NaN,0.33,NaN,NaN,9.704,0.003,8.27,0.03,0,UCL,X;Li,19;-;-;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7865518,234.25893,-31.611075,-20.0873,-27.9366,9.093,STAR,2mass,0.543829508,20180610,,7327-01934-1,292-082100,15370214-3136398,,J153702.12-313640.0,6.21E+18,16530924,,1.27917,0.574629,7.78012,0.22956,10.618,0.081,9.989,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.266,0.032,7.787,0.042,7.742,0.026,7.881,0.037,7.877,0.03,7.817,0.028,7.496,0.238,9.70417,0.000345996,0.02,4822,171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,128.5327,3.68378,0.0986084,NaN,117,0.3409045,,,NaN
HD 145720,UCL,F3/5V,16,13,57.67,243.4902917,-39,11,15.64,-39.18767778,-16.88,0.87,-25.59,0.74,143.9,8.5,NaN,NaN,NaN,NaN,NaN,9.259,0.004,8.41,0.02,2.1,UCL,E,29;-;-;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317911133,243.490396,-39.18755,-16.8753,-25.5899,8.899,STAR,2mass,0.544381413,20180610,,7852-00301-1,255-089460,16135769-3911151,,J161357.68-391115.3,6.00E+18,18957497,,0.874067,0.736341,6.95041,0.411091,9.827,0.047,9.388,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.41,0.026,8.17,0.034,8.114,0.023,8.014,0.024,8.022,0.02,8.016,0.023,7.939,0.206,9.25915,0.000345996,0.019,6416,197,4.16726,0.35139,NaN,NaN,1.55289,0.228238,1.29155,0.248658,DWARF,3.681574,1.082208,143.8763,10.5348,NaN,NaN,337,0.01646854,,,0.00018964
HD 144295,UCL,F3V,16,6,37.709,241.6571208,-39,8,42.87,-39.14524167,-17.42,0.68,-28.66,0.38,135.9,4.8,NaN,NaN,NaN,NaN,NaN,8.892,0.002,8.19,0.01,1,UCL,,29;-;-;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70032535,241.657193,-39.145101,-17.4162,-28.6642,8.599,STAR,2mass,0.545012128,20180610,,7851-00095-1,255-088961,16063772-3908423,,J160637.72-390842.7,6.00E+18,18935011,,0.683478,0.375536,7.35585,0.262062,9.404,0.037,9.026,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.194,0.023,8.02,0.044,8.011,0.021,7.952,0.025,7.988,0.019,7.95,0.021,7.543,0.161,8.89232,0.000345996,0.018,6921,204,4.28262,0.335429,NaN,NaN,1.47003,0.174934,1.50953,0.356799,DWARF,4.467067,1.063165,135.9462,7.36191,NaN,NaN,357,0.0131451,,,0.000236207
TYC 7341-482-1,UCL,(G7),15,54,24.562,238.6023417,-36,8,57.41,-36.14928056,-20.89,0.97,-24.79,0.72,147.9,7.7,NaN,NaN,NaN,17.67,0.03,11.15,0.004,9.95,0.02,2,,UV;E,11;-;-;-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58413338,238.602457,-36.149161,-20.8921,-24.7927,10.637,STAR,2mass,0.545571444,20180610,,7341-00482-1,270-083781,15542459-3608569,,J155424.57-360857.2,6.01E+18,18896358,,0.966285,0.720247,6.76095,0.35067,12.078,0.229,11.418,0.016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.946,0.023,9.589,0.026,9.463,0.022,9.437,0.022,9.472,0.02,9.307,0.038,8.455,NaN,11.1498,0.000345996,0.018,5950,191,4.54569,0.307756,NaN,NaN,0.922096,0.130166,1.08846,0.133332,DWARF,0.9600964,0.2710605,147.9082,10.0959,NaN,NaN,190,0.06934279,,,0.000138905
HD 143730,UCL,G5V,16,3,30.914,240.8788083,-36,24,40.87,-36.41135278,-16.92,0.99,-28.16,0.44,133.8,4.5,NaN,NaN,NaN,NaN,NaN,10.262,0.001,9.35,0.02,NaN,UCL,,29;-;-;54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69178294,240.878904,-36.411222,-16.9178,-28.1577,9.874,STAR,2mass,0.546326976,20180610,,7342-01308-1,268-090443,16033093-3624403,,J160330.92-362440.6,6.01E+18,18925009,,0.987516,0.44084,7.47148,0.250728,11.095,0.09,10.435,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.349,0.024,9.052,0.024,8.98,0.021,8.928,0.023,8.97,0.022,8.92,0.031,8.075,NaN,10.2616,0.000345996,0.018,5953,192,4.47028,0.273311,NaN,NaN,1.00621,0.122856,1.08951,0.133736,DWARF,1.145554,0.2797391,133.8424,NaN,NaN,NaN,256,0.02916036,,,0.000206188
HD 122414,UCL,F5V,14,2,58.296,210.7429,-49,32,30.92,-49.54192222,-27.93,0.78,-22.09,0.66,119.6,4.9,NaN,NaN,NaN,13.766,0.004,9.269,0.001,8.53,0.02,2.1,UCL,E,19;-;-;54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312420298,210.743073,-49.54182,-27.9253,-22.0885,8.956,STAR,2mass,0.546575792,20180610,,8271-01818-1,203-081442,14025833-4932305,,J140258.30-493230.7,6.09E+18,23400621,,0.779433,0.661096,8.36029,0.341533,9.951,0.038,9.455,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.526,0.024,8.3,0.034,8.232,0.021,8.195,0.022,8.214,0.019,8.176,0.02,7.844,0.118,9.26936,0.000345996,0.018,6525,199,4.40022,0.326748,NaN,NaN,1.21108,0.15204,1.34318,0.280857,DWARF,2.395314,0.6014194,119.6131,6.50384,NaN,NaN,209,0.01861146,,,0.000297014
HD 123482,UCL,F6V,14,9,0.254,212.2510583,-41,48,47.52,-41.8132,-22.4,1.1,-20.99,0.41,147.9,5.4,NaN,NaN,NaN,NaN,NaN,9.044,0.001,8.19,0.01,2,UCL,E,-;-;-;54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179413905,212.251176,-41.813076,-22.4268,-20.9872,8.682,STAR,2mass,0.546764459,20180610,,7811-01837-1,241-068585,14090028-4148470,,J140900.28-414847.6,6.11E+18,20875932,,1.06099,0.406177,6.75901,0.248667,9.707,0.041,9.17,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.19,0.02,8.168,NaN,7.997,NaN,7.762,0.022,7.784,0.019,7.74,0.017,7.278,0.096,9.04436,0.000345996,0.017,6636,NaN,4.1458,0.303504,NaN,NaN,1.65355,0.1728,1.39383,0.306743,DWARF,4.776996,0.9984154,147.9507,5.25002,0.0806778,NaN,113,0.001522021,,,0.002014831
J1607-3554,UCL,(M5),16,7,59.443,241.9976792,-35,54,18.72,-35.9052,-21.04,0.66,-34.34,0.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94491270,241.997827,-35.905106,NaN,NaN,14.418,STAR,2mass,0.54795745,20180610,,,,16075947-3554183,,J160759.46-355418.8,6.00E+18,,,NaN,NaN,NaN,NaN,18.737,0.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.02,0.03,12.438,0.035,12.179,0.027,11.912,0.023,11.738,0.023,12.531,0.527,8.967,NaN,15.4084,0.0019,0.019,3362,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
HD 126670,UCL,G5V,0,0,NaN,217.0385833,0,0,NaN,-44.23830556,-25,2,-25.1,0.6,119,3,7.3,0.6,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127249954,217.038744,-44.238205,-25.3121,-25.1291,9.029,STAR,2mass,0.550315711,20180610,,7817-00622-1,229-077157,14280929-4414175,,J142809.27-441417.7,6.10E+18,20942211,,1.54552,0.584627,8.37702,0.222958,10.58,0.061,9.782,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.313,0.019,7.931,0.033,7.794,0.034,7.797,0.023,7.827,0.02,7.775,0.02,7.783,0.169,9.55892,0.000345996,0.017,5656,188,4.01374,0.269396,NaN,NaN,1.63391,0.195504,1.00407,0.12422,DWARF,2.461436,0.5890418,119.3742,5.32642,0.1579,NaN,184,0.01740498,,,0.001752705
HD 124746,UCL,F8/G0V,14,16,58.202,214.2425083,-53,55,48.21,-53.93005833,-26.27,0.96,-18.87,0.7,126.9,6.7,NaN,NaN,0.58,NaN,NaN,9.405,0.004,8.4,0.02,1.8,UCL,X;E,138;-;-;54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331335557,214.242699,-53.929954,-26.2729,-18.8668,8.979,STAR,2mass,0.55172416,20180610,,8678-01331-1,181-110085,14165824-5355478,,J141658.24-535547.9,5.90E+18,25273304,,0.95937,0.697515,7.88284,0.413744,10.099,0.042,9.507,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.403,0.029,8.15,0.044,8.001,0.021,7.914,0.023,7.921,0.019,7.869,0.019,7.967,0.21,9.40465,0.000345996,0.02,6620,200,4.25758,0.353529,NaN,NaN,1.45017,0.200263,1.38672,0.306023,DWARF,3.638853,1.005024,126.8579,8.22447,NaN,NaN,456,0.2416449,,,0.000216146
HD 140374,UCL,G8V,15,44,21.029,236.0876208,-33,18,55.39,-33.31538611,-19.23,0.17,-29.03,0.11,125.2,3.7,0,3,NaN,NaN,NaN,9.4,0.001,8.26,0.01,1,UCL,,29;86;-;105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98921462,236.087741,-33.31527,-19.2331,-29.0276,8.914,STAR,2mass,0.552640122,20180610,77081,7331-01235-1,284-081427,15442105-3318549,,J154421.03-331855.2,6.02E+18,16547243,,0.172048,0.106081,7.98806,0.234641,10.403,0.025,9.69,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.258,0.021,7.872,0.033,7.798,0.023,7.731,0.028,7.786,0.019,7.755,0.021,7.579,0.186,9.39964,0.000345996,0.017,5528.16,41.785,NaN,NaN,NaN,NaN,1.67496,0.169723,0.958898,0.122639,DWARF,2.36062,0.4784012,125.1868,5.96878,0.407099,NaN,166,0.006753916,,,0.001650959
HD 121191,UCL,A5IV/V,13,55,18.838,208.8284917,-53,31,43.01,-53.52861389,-24.54,0.43,-19.87,0.38,135.9,5.3,NaN,NaN,NaN,NaN,NaN,8.191,0.006,7.73,0.01,6.2,,E;Lm,-;-;-;-,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241755717,208.828695,-53.528518,-24.5429,-19.8725,8.002,STAR,2mass,0.555418507,20180610,,8664-01429-1,183-104534,13551888-5331426,,J135518.84-533142.8,6.07E+18,25262029,,0.426446,0.375548,7.35539,0.285227,8.399,0.026,8.159,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.728,0.023,7.678,0.018,7.701,0.023,7.605,0.025,7.548,0.02,6.166,0.016,4.161,0.023,8.19102,0.000345996,0.018,7983,219,4.34625,0.314542,NaN,NaN,1.54218,0.185071,1.92349,0.391045,DWARF,8.702206,2.088635,135.9547,NaN,NaN,NaN,306,0.01802235,,,0.000307453
HD 136531,UCL,F3/5,15,22,23.167,230.5965292,-34,37,27.35,-34.62426389,-19.7,1,-24.83,0.56,156.4,5.7,NaN,NaN,NaN,13.214,0.006,8.958,0.001,8.21,0.01,0.9,UCL,,8;-;-;54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89026796,230.596636,-34.624137,-19.663,-24.8267,8.644,STAR,2mass,0.555724403,20180610,,7321-00283-1,277-078403,15222319-3437268,,J152223.18-343727.2,6.21E+18,16501207,,1.02765,0.564657,6.3931,0.234194,9.542,0.04,9.096,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.214,0.021,8.052,0.044,8.002,0.027,7.928,0.044,7.933,0.036,7.922,0.035,7.822,0.188,8.9577,0.000345996,0.018,7271,209,4.20457,0.331359,NaN,NaN,1.67582,0.199626,1.63906,0.377479,DWARF,7.071736,1.68479,156.4187,9.31175,0.438745,NaN,113,0.004916265,,,0.001886598
HD 132264,UCL,G7V,0,0,NaN,224.8447083,0,0,NaN,-40.22013889,-25,2,-29,1,107,9,4,5,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121196226,224.84482,-40.22001,-25.2317,-28.6087,9.048,STAR,2mass,0.556396791,20180610,,7824-01291-1,249-070008,14592275-4013120,,J145922.73-401312.3,6.20E+18,21037284,,1.53983,0.96938,9.31989,0.738976,10.477,0.083,9.712,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.324,0.021,7.955,0.046,7.814,0.027,7.811,0.026,7.835,0.02,7.774,0.02,7.548,0.16,9.58533,0.000345996,0.017,5513,186,4.09714,0.381738,NaN,NaN,1.4574,0.262136,0.967985,0.123649,DWARF,1.767682,0.6358902,107.2974,9.18198,0.0837469,NaN,170,0.02504311,,,0.001989414
HD 136625,UCL,F5V,15,22,57.979,230.7415792,-36,58,50.32,-36.98064444,-25.87,0.08,-28.77,0.05,119.6,4.3,NaN,NaN,NaN,NaN,NaN,8.848,0.001,8.06,0.02,1.5,UCL,E,19;-;-;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148608250,230.741714,-36.980532,-25.8656,-28.7683,8.516,STAR,2mass,0.560551727,20180610,75290,7325-01185-1,266-082639,15225801-3658498,,J152257.99-365850.1,6.01E+18,,,0.0825246,0.0500366,8.36274,0.302385,9.437,0.04,8.98,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.061,0.027,7.86,0.047,7.791,0.021,7.746,0.026,7.759,0.02,7.759,0.019,7.934,0.219,8.84841,0.000345996,0.019,6826,203,4.28015,0.338754,NaN,NaN,1.45621,0.178073,1.4729,0.345235,DWARF,4.147705,1.014406,119.5781,6.09067,0.134324,NaN,156,0.04029114,,,0.002460931
TYC 7837-1282-1,UCL,(G3),15,46,16.171,236.5673792,-38,56,12.01,-38.93666944,-22.7,1.5,-25.63,0.4,150,10,NaN,NaN,NaN,16.35,0.02,10.652,0.003,9.68,0.02,0.7,UCL,,8;-;-;54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178456568,236.56753,-38.936567,-22.7042,-25.6254,10.238,STAR,2mass,0.560721126,20180610,,7837-01282-1,256-085134,15461620-3856116,,J154616.18-385611.8,6.01E+18,18872254,,1.55317,0.400477,6.65691,0.455808,11.442,0.13,10.882,0.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.679,0.023,9.399,0.024,9.324,0.023,9.282,0.023,9.316,0.02,9.312,0.041,8.181,NaN,10.6518,0.000345996,0.018,6334,196,4.57921,0.365852,NaN,NaN,0.951687,0.151937,1.25248,0.223683,DWARF,1.313395,0.4193674,150.2199,12.3137,NaN,NaN,230,0.029719,,,0.000181088
AK Sco,UCL,F5V,16,54,44.839,253.6868292,-36,53,18,-36.88833333,-8,0.16,-29.05,0.12,143.5,5.3,-1,3,NaN,NaN,NaN,8.805,0.011,7.68,0.02,5.3,UCL,E,10;12;10;106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339989392,253.686888,-36.888482,-7.99793,-29.0539,8.324,STAR,2mass,0.561368898,20180610,82747,7371-00870-1,266-103256,16544485-3653185,,J165444.86-365318.8,5.97E+18,,,0.156797,0.1175,6.9678,0.257678,9.88,0.051,9.21,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.676,0.026,7.059,0.033,6.503,0.02,5.482,0.134,5.064,0.08,3.013,0.013,0.899,0.021,8.80491,0.000345996,0.019,4420,168,3.01034,0.352751,NaN,NaN,4.36712,0.748309,0.691767,0.0821254,GIANT,0.1791436,0.03763977,143.5174,5.11818,NaN,NaN,0,NaN,,,NaN
HD 121617,UCL,A1V,13,57,41.086,209.4211917,-47,0,34.6,-47.00961111,-27.84,0.25,-23.18,0.28,128.2,7.5,NaN,NaN,NaN,NaN,NaN,7.31,0.001,7.18,0.02,3.6,UCL,E,8;-;-;54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420522238,209.421358,-47.009504,-27.8409,-23.1761,7.274,STAR,2mass,0.561607,20180610,,8267-03544-1,215-080309,13574112-4700342,,J135741.10-470034.4,6.10E+18,23381106,,0.248009,0.277524,7.80279,0.454801,7.363,0.024,7.29,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.185,0.029,7.188,0.046,7.188,0.017,7.143,0.031,7.143,0.02,6.544,0.015,2.884,0.019,7.31042,0.000345996,0.02,8928,233,4.31393,0.340199,NaN,NaN,1.73142,0.249908,2.25066,0.405134,DWARF,17.15996,4.953635,128.1593,NaN,NaN,NaN,177,0.002377738,,,0.000299815
HD 137990,UCL,A7/8V,15,30,36.826,232.6534417,-37,41,24.78,-37.69021667,-25.06,0.42,-28.47,0.36,137.6,4.7,NaN,NaN,NaN,NaN,NaN,7.794,0.001,7.28,0.01,0,UCL,,19;-;-;54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149428565,232.653569,-37.690096,-25.0577,-28.4713,7.582,STAR,2mass,0.565939318,20180610,,7836-00723-1,262-083753,15303685-3741243,,J153036.83-374124.5,6.01E+18,18833404,,0.417038,0.360815,7.2678,0.24819,8.087,0.027,7.838,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.281,0.02,7.216,0.046,7.174,0.021,7.143,0.033,7.166,0.021,7.202,0.017,6.996,0.103,7.79368,0.000345996,0.017,8214,222,4.14447,0.302759,NaN,NaN,1.99008,0.229606,2.01273,0.394502,DWARF,16.24256,3.74798,137.5932,7.37125,NaN,NaN,140,0.01133592,,,0.00211403
TYC 7829-2168-1,UCL,K3IV,15,8,54.698,227.2279083,-43,3,14.16,-43.05393333,-20.46,0.81,-26.11,0.47,136,4.9,3,3,-0.05,NaN,NaN,10.882,0.003,9.53,0.02,2.3,UCL,X;Li;E;Lm,89;86;-;89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160703933,227.228029,-43.053803,-20.463,-26.1053,10.308,STAR,2mass,0.566484746,20180610,,7829-02168-1,235-083781,15085472-4303136,,J150854.70-430314.0,6.00E+18,21081233,,0.813419,0.471501,7.35382,0.263129,11.949,0.229,11.379,0.016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.531,0.024,9.032,0.022,8.916,0.021,8.819,0.023,8.847,0.02,8.744,0.027,8.742,0.399,10.8824,0.000345996,0.018,4822,178,4.15453,0.331258,NaN,NaN,1.22566,0.189707,0.781352,0.0921373,GIANT,0.7317177,0.2265097,135.9837,4.69758,NaN,NaN,218,1.566171,,,9.71E-05
TYC 8280-2879-1,UCL,(K1),14,59,40.404,224.91835,-46,47,32.58,-46.79238333,-26.05,0.94,-28.42,0.41,113,3,NaN,NaN,NaN,NaN,NaN,10.93,0.003,9.49,0.02,2.2,UCL,E,8;-;-;54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334129050,224.91852,-46.792276,-26.0458,-28.4234,10.317,STAR,2mass,0.569972014,20180610,,8280-02879-1,217-091065,14594044-4647321,,J145940.42-464732.3,5.91E+18,23626660,,0.94498,0.406168,8.84837,0.236324,12.1,0.221,11.265,0.016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.487,0.022,8.952,0.023,8.834,0.019,8.741,0.024,8.778,0.02,8.73,0.028,8.67,0.409,10.9303,0.000345996,0.018,4649,170,4.20033,0.323979,NaN,NaN,1.11937,0.167583,0.738963,0.0877196,GIANT,0.247235,0.05808596,113.0152,2.93992,NaN,NaN,0,NaN,,,NaN
